Genus	Basepaws_WGS1	Basepaws_WGS2	Kean5	Kean6a	Kean6b	Nebula_lcWGS	Ombre5	Ombre6	PetQCheck1	PetQCheck2	PetQCheck3	PetQCheck4	Psomagen1a	Psomagen1b	Psomagen2	Psomagen3	Psomagen4	SequencingDotCom_WGS	thryve2	thryve3a	thryve3b	thryve4	uBiome_Fecal2013	uBiome_Fecal2014	uBiome_Fecal2019	uBiome_Oral2014	uBiome_Oral2019	Veritas_WGS
Thermomonospora	114	9874	0	0	28	0	0	0	0	0	0	0	0	25	19	62	146	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium	978	36253	567	1212	5117	0	35	0	2175	658	231	2775	101	3814	6180	5411	18432	0	0	0	0	74	0	0	0	0	0	0
Gardnerella	166	2793	0	0	225	0	0	0	0	0	0	3	0	359	331	253	84	0	0	0	0	0	0	0	0	0	4	0
Scardovia	72	772	0	0	44	0	0	0	0	0	0	0	0	33	33	77	18	0	0	0	0	0	0	0	0	0	0	0
Parascardovia	9	1097	0	0	23	0	0	0	0	0	0	0	0	23	28	42	58	0	0	0	0	0	0	0	0	0	0	0
Frankia	813	15267	3	4	322	0	0	0	0	0	0	0	0	201	260	540	467	0	0	2	0	0	1	0	0	0	1	0
Jatrophihabitans	76	1448	0	0	4	0	0	0	0	0	0	0	0	10	13	16	8	0	0	0	0	0	0	0	0	0	0	0
Catenulispora	374	7805	0	0	162	0	0	0	0	0	0	0	0	157	155	145	79	0	0	0	0	0	0	0	0	0	0	0
CandidatusPlanktophila	221	3619	0	2	87	0	0	0	0	0	0	0	0	48	59	96	70	0	0	0	0	0	0	0	0	0	0	0
CandidatusNanopelagicus	130	1375	0	0	4	0	0	0	0	0	0	0	0	18	413	3	10	0	0	0	0	0	0	0	0	0	0	0
Blastococcus	178	3244	0	0	29	0	0	0	0	0	0	0	0	15	27	42	168	0	0	0	0	0	0	0	0	0	0	0
Geodermatophilus	96	7812	0	0	49	0	0	0	0	0	0	0	0	55	49	82	59	0	0	0	0	0	0	0	0	0	0	0
Modestobacter	70	4135	0	0	34	0	0	0	0	0	0	0	0	25	21	111	33	0	0	0	0	0	0	0	0	0	0	0
Jiangella	294	12669	0	0	187	0	0	0	0	0	0	0	0	100	104	226	291	0	0	0	0	0	0	0	0	0	0	0
Nakamurella	239	8647	13	36	108	0	0	0	0	0	0	0	0	107	92	205	116	0	0	0	0	0	0	0	0	0	0	0
Stackebrandtia	105	3161	0	0	38	0	0	0	0	0	0	0	0	22	50	128	137	0	0	0	0	0	0	0	0	0	0	0
Kineococcus	104	4497	0	0	45	0	0	0	0	0	0	0	0	29	52	69	81	0	0	0	0	0	0	0	0	0	0	0
Actinopolyspora	77	1385	0	0	7	0	0	0	0	0	0	0	0	9	11	19	24	0	0	0	0	0	0	0	0	0	0	0
Thermobispora	49	3037	0	0	22	0	0	0	0	0	0	1	0	24	35	56	32	0	0	0	0	0	0	0	0	0	0	0
Acidothermus	31	275	0	0	8	0	0	0	0	0	0	0	0	8	17	23	14	0	0	0	0	0	0	0	0	0	1	0
Epidermidibacterium	16	2137	0	0	41	0	0	0	0	0	0	0	0	24	24	82	55	0	0	0	0	0	0	0	3	0	0	0
Arabia	123	238	0	0	343	0	0	0	0	0	0	0	0	159	230	444	945	0	0	0	0	0	1	0	0	0	0	0
Gordonibacter	112	3923	189	497	4402	0	2	2	180	149	159	87	32	2729	3213	6070	16731	0	2	0	4	3	169	24	199	0	0	0
Eggerthella	112	2164	229	849	8361	0	13	15	0	0	0	0	85	5081	7369	10988	38920	0	4	5	9	44	264	29	377	0	0	0
Adlercreutzia	77	2502	202	591	7808	0	4	5	34	33	25	11	93	4541	7073	15950	31953	0	3	3	9	25	312	43	671	0	0	0
Slackia	74	2221	3	2	320	0	0	0	52	45	26	27	0	207	275	639	464	0	0	0	0	0	1	0	7	0	1	0
Denitrobacterium	40	1258	0	1	95	0	0	0	25	13	10	2	0	129	79	255	159	0	0	0	0	0	1	0	0	0	0	0
Cryptobacterium	19	1983	0	0	16	0	0	0	0	0	0	0	0	29	28	43	11	0	0	0	0	0	0	0	0	0	0	0
Phoenicibacter	16	37	3	9	52	0	2	0	0	1	1	0	0	13	18	15	121	0	0	0	1	0	5	1	45	0	1	0
Olsenella	130	6775	59	393	951	0	22	1	207	116	59	76	152	611	687	1350	1495	0	17	14	11	12	100	11	29	5	31	0
Parolsenella	68	1389	0	0	450	0	0	0	25	38	15	21	0	223	379	834	721	0	0	0	0	0	0	0	0	0	0	0
Atopobium	58	791	0	3	32	0	0	0	0	0	0	1	1	23	14	43	115	0	0	0	0	0	1	0	0	12	593	0
Libanicoccus	39	2577	0	7	626	0	0	0	4	6	3	2	1	309	407	856	652	0	0	0	0	0	0	0	0	0	0	0
Coriobacterium	54	293	0	1	84	0	0	0	252	299	85	54	0	44	49	86	174	0	0	0	0	0	0	0	0	0	0	0
Collinsella	45	2981	1	0	730	0	0	0	11713	6729	6589	7253	0	534	868	1275	4133	0	2	1	0	0	19	0	0	0	0	0
Rubrobacter	303	3605	0	0	160	0	0	0	3	2	4	2	0	81	86	214	209	0	0	0	0	0	1	1	0	0	0	0
Baekduia	89	3483	0	0	65	0	0	0	0	0	0	0	0	44	65	194	56	0	0	0	0	0	0	0	0	0	0	0
Egibacter	124	1857	0	0	58	0	0	0	0	0	0	0	0	27	34	67	86	0	0	0	0	0	0	0	0	0	3	0
Euzebya	102	3426	0	6	38	0	0	0	1	0	0	0	0	43	58	138	74	0	0	0	0	0	7	2	2	0	7	0
Egicoccus	46	1652	1	3	32	0	0	0	0	0	0	0	0	26	36	75	54	0	0	0	0	0	0	0	0	0	0	0
Ilumatobacter	49	1741	1	1	40	0	0	0	0	1	0	0	0	9	31	40	51	0	0	0	0	0	0	0	0	0	0	0
Acidimicrobium	43	1802	0	1	1	0	0	0	0	0	0	0	0	6	3	11	4	0	0	0	0	0	0	0	0	0	0	0
Conexibacter	92	2781	1	8	72	0	0	0	0	0	0	1	0	28	33	41	107	0	0	0	0	0	0	0	0	0	0	0
Nostoc	4465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anabaena	756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trichormus	626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cylindrospermum	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calothrix	2802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
Dolichospermum	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphaerospermopsis	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nodularia	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anabaenopsis	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Raphidiopsis	73	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rivularia	578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microchaete	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scytonema	569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fischerella	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gloeothece	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crocosphaera	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusAtelocyanobacterium	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halothece	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Euhalothece	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rippkaea	171	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geminocystis	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chondrocystis	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gloeocapsa	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microcystis	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyanobacterium	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trichodesmium	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microcoleus	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrospira	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Planktothrix	136	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Limnospira	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Moorea	341	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oscillatoria	284	0	3	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Crinalium	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyanothece	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geitlerinema	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synechococcus	1260	24241	15	77	522	0	0	0	2	3	5	0	22	366	404	920	1087	0	0	0	0	0	17	0	0	0	2	0
CandidatusIzimaplasma	168	507	1	39	17	0	0	4	0	0	0	0	1	4	13	0	120	0	3	0	2	0	1	0	0	0	4	0
Thermus	1427	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meiothermus	132	0	1	5	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oceanithermus	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinithermus	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus	1159	0	2	46	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	7	0	2	0	5	0
Truepera	22	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dehalococcoides	952	5222	0	0	122	0	0	0	0	0	0	0	0	94	89	0	246	0	0	0	0	0	0	0	0	0	0	0
Dehalogenimonas	29	527	0	1	41	0	0	0	0	0	0	0	0	48	60	0	87	0	0	0	0	0	0	0	0	0	0	0
Anaerolinea	132	1300	17	183	26	0	0	0	0	0	0	0	10	19	26	0	96	0	0	0	0	0	23	1	0	1	0	0
Brevefilum	74	183	0	0	28	0	0	0	7	4	0	2	0	13	10	0	38	0	0	0	0	0	0	0	0	0	0	0
Pelolinea	56	998	0	5	97	0	0	0	3	5	0	1	3	55	64	0	130	0	0	0	0	0	9	0	3	0	10	0
Roseiflexus	145	3556	0	0	70	0	0	0	0	0	0	0	0	78	106	0	91	0	0	0	0	0	0	0	0	0	0	0
Chloroflexus	103	1329	0	0	39	0	0	0	0	0	0	0	0	12	34	0	33	0	0	0	0	0	0	0	0	0	0	0
Ktedonosporobacter	160	590	0	0	72	0	0	0	0	0	0	0	0	22	27	0	220	0	0	0	0	0	0	0	0	0	0	0
CandidatusPromineofilum	126	3951	2	3	111	0	0	0	0	0	0	0	2	51	55	0	216	0	0	0	0	0	9	0	0	0	6	0
Sphaerobacter	88	4457	0	7	172	0	0	0	0	0	0	0	1	208	175	0	239	0	0	0	1	0	0	0	0	0	0	0
Thermomicrobium	25	777	0	0	23	0	0	0	0	0	0	0	0	21	33	0	18	0	0	0	0	0	0	0	0	0	0	0
Caldilinea	96	1165	212	5211	42	0	0	0	1	0	2	1	142	25	26	0	76	0	0	0	0	33	1	0	0	0	0	0
Tepidiforma	12	1877	1	5	76	0	0	0	2	0	1	0	1	38	56	0	125	0	0	1	0	0	6	2	0	0	0	0
Fimbriimonas	48	1704	0	18	152	0	0	0	0	0	0	0	0	153	149	0	143	0	0	0	0	0	1	0	0	0	0	0
Chthonomonas	40	1170	30	370	43	0	1	0	0	1	0	0	10	9	14	0	47	0	0	0	2	3	8	1	2	0	0	0
Thermobaculum	116	794	2	34	6	0	0	0	1	0	0	0	3	10	7	0	13	0	0	1	0	2	3	0	1	0	1	0
Chryseobacterium	9634	567534	6	89	3220	0	0	0	32	37	59	10	5	4020	4199	2331	1902	0	0	0	0	0	0	0	0	0	7	0
Flavobacterium	7079	115459	0	21	1425	0	0	0	1	0	1	0	0	1735	1757	1092	1069	0	0	0	0	0	3	0	0	0	2	0
Polaribacter	3300	25175	0	0	596	0	0	0	0	0	0	0	0	551	512	217	227	0	0	0	0	0	1	0	0	0	0	0
Capnocytophaga	2165	10884560	0	10	1343	0	0	0	0	1	0	0	1	1866	1887	1313	533	0	0	0	1	0	0	0	1	21	391	0
Elizabethkingia	2098	65167	0	0	126	0	0	0	0	0	0	0	0	89	168	92	143	0	0	0	0	0	0	0	0	0	1	0
Tenacibaculum	1799	21451	1	5	106	0	0	0	1	1	2	0	0	93	106	125	1515	0	0	0	0	0	0	0	0	0	0	0
