Genus	Basepaws_WGS1.DOWNSAMPLE_1M	Basepaws_WGS2.DOWNSAMPLE_1M	Bristle1.DOWNSAMPLE_1M	Kean5.DOWNSAMPLE_1M	Kean6a.DOWNSAMPLE_1M	Kean6b.DOWNSAMPLE_1M	Nebula_lcWGS.DOWNSAMPLE_1M	Ombre5.DOWNSAMPLE_1M	Ombre6.DOWNSAMPLE_1M	PetQCheck1.DOWNSAMPLE_1M	PetQCheck2.DOWNSAMPLE_1M	PetQCheck3.DOWNSAMPLE_1M	PetQCheck4.DOWNSAMPLE_1M	Psomagen1a.DOWNSAMPLE_1M	Psomagen1b.DOWNSAMPLE_1M	Psomagen2.DOWNSAMPLE_1M	Psomagen3.DOWNSAMPLE_1M	Psomagen4.DOWNSAMPLE_1M	SequencingDotCom_WGS.DOWNSAMPLE_1M	thryve2.DOWNSAMPLE_1M	thryve3a.DOWNSAMPLE_1M	thryve3b.DOWNSAMPLE_1M	thryve4.DOWNSAMPLE_1M	uBiome_Fecal2013.DOWNSAMPLE_1M	uBiome_Fecal2014.DOWNSAMPLE_1M	uBiome_Fecal2019.DOWNSAMPLE_1M	uBiome_Oral2014.DOWNSAMPLE_1M	uBiome_Oral2019.DOWNSAMPLE_1M	Veritas_WGS-DOWNSAMPLE_1M
Streptomonospora	4	17	0	0	0	6	0	0	0	0	0	0	0	0	3	10	23	9	0	0	0	0	0	0	0	2	1	0	0
Spiractinospora	3	7	0	0	0	6	1	0	0	0	0	0	0	0	1	0	10	10	0	0	0	0	0	0	0	0	0	1	0
Thermobifida	2	43	1	0	0	16	0	0	0	0	0	0	0	0	4	10	13	13	0	0	0	0	0	0	0	0	0	0	0
Nonomuraea	12	114	4	0	0	65	0	0	0	0	0	0	0	0	29	49	81	70	0	0	0	0	0	0	0	0	0	0	0
Streptosporangium	6	55	3	0	0	23	0	0	0	0	0	0	0	0	12	21	47	16	0	0	0	0	0	0	0	0	0	0	0
Thermobispora	1	9	0	0	6	11	0	0	0	0	0	0	0	0	0	5	7	8	0	0	0	0	0	3	0	0	0	0	0
Actinomyces	24	1826	1110	6	5	142	2061	0	0	0	2	1	0	3	73	96	150	200	2038	0	0	0	0	9	0	22	682	336	2
Arcanobacterium	4	58	4	0	0	4	1	0	0	0	0	0	0	0	3	6	13	16	0	0	0	0	0	0	0	0	0	4	0
Schaalia	4	726	5269	33	15	42	3201	5	3	13	4	10	0	4	18	40	106	74	597	0	0	4	0	27	3	74	159	21104	0
Varibaculum	3	12	0	11	1	0	0	0	0	0	0	0	0	0	1	2	3	1	0	0	1	0	0	6	9	228	0	0	0
Boudabousia	2	30	0	0	0	5	0	0	0	1	0	2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	4	0
Fannyhessea	1	9	0	1	0	6	0	0	0	0	0	1	0	0	7	3	15	4	0	0	0	0	0	0	0	0	0	1	0
Trueperella	1	94	2	0	0	31	4	0	0	0	1	0	0	0	12	12	33	53	3	0	0	2	0	0	0	0	0	53	0
Mobiluncus	1	14	0	87	2	5	1	4	0	0	0	1	0	0	1	3	5	3	0	0	0	0	0	23	18	93	0	99	0
Flaviflexus	1	50	3	0	0	12	2	0	0	0	0	0	0	0	5	11	19	17	1	0	0	0	0	0	0	0	0	0	0
Actinotignum	1	12	0	0	1	3	0	0	0	0	0	0	0	0	3	8	10	6	0	0	0	0	0	0	0	9	0	14	0
Pauljensenia	1	61	112	0	0	2	8	0	0	0	0	0	0	0	0	1	1	2	7	0	0	0	0	0	0	0	160	14	0
Actinobaculum	1	6	0	0	0	9	3	0	0	0	0	1	0	0	2	4	8	6	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium	15	220	11	497	378	599	13	39	6	2121	654	237	2493	87	256	459	467	1341	3	0	0	21	77	10	0	4	0	21	0
Gardnerella	6	31	0	0	0	5	2	0	0	0	0	0	0	0	12	2	12	6	0	0	0	0	0	0	0	0	0	0	0
Frankia	8	96	2	1	4	57	1	0	0	0	0	0	0	0	11	29	49	60	0	0	0	0	0	23	0	6	1	1	0
Geodermatophilus	4	29	0	0	0	5	0	0	0	0	0	0	0	0	8	3	9	6	0	0	0	0	0	0	0	0	0	1	0
Modestobacter	2	36	0	0	0	20	1	0	0	0	0	0	0	0	9	13	16	27	0	0	0	0	0	0	0	0	0	0	0
Blastococcus	1	40	0	0	0	15	2	0	0	0	0	0	0	0	1	8	20	16	0	0	0	0	0	0	0	0	0	0	0
Catenulispora	4	13	0	0	0	19	0	0	0	0	0	0	0	0	6	6	15	16	0	0	0	0	0	0	0	0	0	0	0
Kineococcus	3	20	2	0	0	8	1	0	0	0	0	0	0	0	4	4	5	7	0	0	0	0	0	0	0	0	0	4	0
Jatrophihabitans	3	20	0	0	0	5	1	0	0	0	0	0	0	0	2	4	7	9	0	0	0	0	0	0	0	0	0	1	0
CandidatusPlanktophila	2	27	0	4	5	14	1	0	0	0	0	0	0	0	5	6	7	10	1	0	1	0	0	0	0	1	0	0	0
CandidatusNanopelagicus	1	7	0	0	2	0	0	0	0	0	0	0	0	0	1	21	2	4	0	0	0	0	0	0	0	0	0	0	0
Stackebrandtia	2	16	0	0	1	9	0	0	0	0	0	0	0	2	6	6	10	13	0	0	0	0	2	7	0	3	0	5	0
Natronoglycomyces	1	10	0	0	0	5	0	0	0	0	0	0	0	0	1	2	1	4	0	0	0	0	0	0	0	0	0	9	0
Actinopolyspora	3	10	0	1	3	0	0	0	0	0	0	0	0	0	3	4	1	3	0	0	0	0	0	1	0	0	1	0	0
Epidermidibacterium	1	8	0	0	1	11	0	0	0	0	0	0	0	0	1	2	4	5	0	0	0	0	0	0	0	0	0	2	0
Nakamurella	1	48	1	8	5	31	2	0	0	0	0	0	0	0	10	15	32	25	1	0	0	0	0	0	0	0	0	0	0
Jiangella	1	43	0	0	0	25	3	0	0	0	0	0	0	0	7	14	35	26	0	0	0	0	0	0	0	0	0	2	0
Acidothermus	1	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
Parolsenella	44	16	0	2	0	66	1	0	0	252	207	78	91	0	17	30	62	86	0	0	0	0	0	0	0	0	0	0	0
Thermophilibacter	3	5	1	0	0	29	0	0	0	3	0	0	1	0	8	19	29	44	0	0	0	0	0	0	0	0	0	1	0
Olsenella	3	27	1	10	0	86	3	0	0	2	1	2	2	0	26	39	86	100	0	0	0	0	1	2	0	0	5	0	0
Lancefieldella	1	2	48	0	0	7	79	0	0	2	1	1	0	2	3	4	3	6	1	0	0	0	0	1	0	7	12	627	0
Arabiibacter	25	11	0	0	0	44	0	0	0	0	0	0	0	0	14	21	43	80	0	0	0	0	0	0	0	0	0	0	0
Adlercreutzia	2	13	1	319	350	975	2	0	0	0	108	0	0	104	402	732	1470	2955	0	0	0	0	0	311	0	653	0	0	0
Cryptobacterium	1	5	0	0	5	3	1	1	0	0	0	0	0	2	3	6	2	3	0	1	0	1	1	5	1	3	0	0	0
Denitrobacterium	1	4	0	3	2	23	0	0	0	26	14	13	3	1	10	11	27	28	0	0	0	0	0	45	4	42	0	0	0
Actinomarinicola	4	11	0	0	0	5	0	0	0	0	0	0	0	0	3	6	11	8	0	0	0	0	0	0	0	0	0	0	0
Aquihabitans	4	20	0	0	2	21	4	0	0	1	0	0	1	0	9	5	8	34	1	0	1	0	1	1	0	0	0	0	0
Iamia	1	32	0	1	0	9	1	0	0	0	0	0	0	1	3	7	8	8	0	0	0	0	0	0	0	0	0	3	0
Ilumatobacter	2	9	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0
Rubrobacter	8	43	1	0	0	39	1	0	0	0	1	0	0	0	22	25	47	64	0	0	0	0	0	1	0	1	0	0	0
Baekduia	1	18	0	0	3	19	1	0	0	0	0	0	0	0	3	8	11	12	0	0	0	0	0	0	0	0	0	0	0
Paraconexibacter	3	29	0	0	0	3	0	0	0	0	0	0	0	0	4	4	6	12	0	0	0	0	0	0	0	0	0	1	0
Capillimicrobium	2	7	1	0	0	8	2	0	0	0	0	0	0	0	4	7	18	22	0	0	0	0	0	0	0	0	0	0	0
Conexibacter	2	67	2	11	10	28	0	0	0	1	0	0	0	12	10	14	34	28	0	0	0	0	0	0	0	0	0	4	0
Euzebya	1	26	1	0	1	9	1	0	0	0	0	0	0	0	5	5	16	5	0	0	0	0	0	8	1	3	0	11	0
Nostoc	100	156	3	0	0	54	4	0	0	0	0	0	0	7	36	26	0	0	0	0	0	0	0	0	0	0	0	0	0
Anabaena	94	17	1	0	0	48	0	0	0	0	0	0	0	0	34	43	0	0	2	0	0	0	0	0	0	0	0	0	0
Trichormus	9	7	0	0	0	1	1	0	0	0	1	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Cylindrospermum	3	5	1	0	0	3	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Richelia	2	9	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calothrix	73	95	1	0	0	54	0	0	0	0	0	0	0	0	49	51	0	0	0	0	0	0	0	0	0	0	0	0	0
Dolichospermum	8	18	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Anabaenopsis	5	8	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphaerospermopsis	4	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nodularia	4	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cylindrospermopsis	2	2	0	0	0	1	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Tolypothrix	12	14	1	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fischerella	12	20	1	0	0	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Scytonema	8	21	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	8	0
Brasilonema	2	6	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rivularia	7	11	0	0	0	4	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Geminocystis	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chondrocystis	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gloeocapsa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusAtelocyanobacterium	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0
Gloeothece	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halothece	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Euhalothece	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rippkaea	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crocosphaera	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microcystis	19	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyanobacterium	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Planktothrix	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microcoleus	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxynema	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Moorena	10	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0
Oscillatoria	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phormidium	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Geitlerinema	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allocoleopsis	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crinalium	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Koinonema	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synechococcus	49	237	4	0	5	100	8	0	0	0	2	0	0	16	53	75	139	144	1	0	0	0	0	0	0	0	0	0	0
Melaminivora	0	977	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pulveribacter	0	411	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ramlibacter	0	378	1	0	0	0	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Simplicispira	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hylemonella	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusSymbiobacter	0	58	0	0	0	0	0	0	0	25	38	21	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lautropia	0	559	23	0	0	0	9	0	0	0	0	0	0	0	6	0	0	0	17	0	0	0	0	3	0	0	176	543	0
Ephemeroptericola	0	30	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycetohabitans	0	21	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoavidus	0	20	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limnobacter	0	12	0	0	0	0	0	0	0	8	20	14	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Kerstersia	0	76	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Advenella	0	35	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Duganella	0	42	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Noviherbaspirillum	0	33	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Glaciimonas	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rubrivivax	0	120	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tepidimonas	0	143	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptothrix	0	100	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morococcus	0	74	8	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudogulbenkiania	0	41	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chitiniphilus	0	40	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microvirgula	0	39	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oryzomicrobium	0	35	1	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11	0
Niveibacterium	0	23	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rugosibacter	0	16	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Quatrionicoccus	0	42	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sterolibacterium	0	56	2	0	1	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	5	25	0	0	0	0
Methyloversatilis	0	34	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfuritalea	0	22	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sideroxyarcus	0	28	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sideroxydans	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfuricella	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methyloradius	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfuritortus	0	45	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usitatibacter	0	55	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arenimonas	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aerosticca	0	245	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tahibacter	0	127	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frederiksenia	0	812	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Basfia	0	30	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Permianibacter	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiopseudomonas	0	4	0	2	1	0	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0
CandidatusDoolittlea	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metakosakonia	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phytobacter	0	33	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atlantibacter	0	16	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yokenella	0	13	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusIshikawaella	0	2	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Siccibacter	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rouxiella	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tatumella	0	11	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lonsdalea	0	15	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limnobaculum	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dichelobacter	0	91	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cobetia	0	90	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chromohalobacter	0	35	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Halotalea	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinicola	0	18	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pistricoccus	0	18	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Venatorbacter	0	20	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrincola	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bermanella	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacterioplanoides	0	7	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Litoricola	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Saliniradius	0	11	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Salinivibrio	0	7	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alkalilimnicola	0	28	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ectothiorhodosinus	0	13	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allochromatium	0	80	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiocystis	0	41	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Caldichromatium	0	16	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusNitrosoglobus	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiohalobacter	0	57	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Guyparkeria	0	39	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halothiobacillus	0	33	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oceanimonas	0	34	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylogaea	0	49	0	2	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halioglobus	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spongiibacter	0	33	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zhongshania	0	3	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Oceanicoccus	0	1	0	0	2	0	0	0	2	0	0	0	0	1	1	0	0	0	0	2	0	0	12	269	1	0	0	0	0
Thiosulfatimonas	0	7	1	3	5	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	30	0
Fluoribacter	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flagellatimonas	0	34	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sedimenticola	0	24	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CandidatusReidiella	0	19	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudohongiella	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiolapillus	0	12	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gallaecimonas	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Immundisolibacter	0	45	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zophobihabitans	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusComchoanobacter	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Desulfocurvibacter	0	20	0	0	1	0	1	0	1	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Salidesulfovibrio	0	14	0	1	4	0	0	1	0	0	0	0	0	3	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paradesulfovibrio(exWaiteetal.2020)	0	13	0	0	1	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psychrodesulfovibrio	0	7	0	2	2	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Desulfohalobium	0	12	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfobulbus	0	1376	1	0	5	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Desulfurivibrio	0	66	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfococcus	0	37	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfoluna	0	17	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Stigmatella	0	12	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pajaroellobacter	0	10	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	1	0	0	7	2	0	0	0	0
Pelobacter	0	26	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfobacca	0	6	0	2	23	0	0	4	23	0	0	0	0	0	1	0	0	0	0	4	4	9	99	16	1	0	0	0	0
Dissulfurimicrobium	0	5	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wolinella	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0
Nitratifractor	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
